id	title	description	colors	months	URL	画像アドレス1	画像アドレス2	画像アドレス3	画像アドレス4	画像アドレス5	画像アドレス6	画像アドレス7	画像アドレス8	画像アドレス9	画像アドレス10	画像アドレス11
0160	コショウノキ	"1月初旬
ジンチョウゲのような良い香り"	white	1月	https://kametorakusabana.fc2.page/koshounoki/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/koshounoki_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/koshounoki_01.jpg									
0161	コウボウシバ	2022年4月中旬　海岸にて	white	4月	https://kametorakusabana.fc2.page/kouboushiba/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/koubousiba_00.jpg										
0162	コウテイヒマワリ(ニトベギク)	44136	yellow	11月	https://kametorakusabana.fc2.page/kouteihimawarinitobegiku/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kouteihimawari_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kouteihimawari_01.jpg									
0163	コヤブミョウガ		white		https://kametorakusabana.fc2.page/koyabumyouga/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/koyabumyouga_00-1536x1152.jpg										
0164	コヤブラン	4枚目は、2025年9月18日	purple	9月	https://kametorakusabana.fc2.page/%e3%82%b3%e3%83%a4%e3%83%96%e3%83%a9%e3%83%b3/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/yaburan_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/yaburan_02-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/koyaburan_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/koyaburan20250918_00.jpg							
0165	コヤブタバコ		other		https://kametorakusabana.fc2.page/%e3%82%b3%e3%83%a4%e3%83%96%e3%82%bf%e3%83%90%e3%82%b3/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/koyabutabako_00.jpg										
0166	コヨメナ		red		https://kametorakusabana.fc2.page/koyomena/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/koyomena_00-1536x1152.jpg										
0167	クマタケラン	"ピックアップ　梅雨時期に咲く似たものトリオ？ゲットウ・クマタケラン・アオノクマタケランの見分け方
梅雨時期になると、奄美の林道や道端でよく目にするのが、ゲットウ（月桃）、クマタケラン（熊竹蘭）、そし...（続く）

http://amamikametora.blog.fc2.com/blog-entry-5241.html"	white	5月	https://kametorakusabana.fc2.page/kumatakeran/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kumatakeran_02.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kumatakeran_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kumatakeran_20250530_00.jpg								
0168	クマツヅラ		red	7月	https://kametorakusabana.fc2.page/kumatudura/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kumatudura_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kumatudura_01-1536x1152.jpg									
0169	クロイワザサ		white		https://kametorakusabana.fc2.page/kuroiwazasa/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuroiwazasa_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuroiwazasa_01-1536x1152.jpg									
0170	クロミノオキナワスズメウリ	3枚目は、雄花　住用の道端にて	white	4月	https://kametorakusabana.fc2.page/%ef%bd%b8%ef%be%9b%ef%be%90%ef%be%89%ef%bd%b5%ef%bd%b7%ef%be%85%ef%be%9c%ef%bd%bd%ef%bd%bd%ef%be%9e%ef%be%92%ef%bd%b3%ef%be%98/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kurominookinawasuzumeuri_01-1.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kurominookinawasuzumeuri_00-1.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kurominookinawasuzumeuri_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kurominookinawasuzumeuri_01-1536x1152.jpg							
0171	クロツグ	2025年5月末　川商ホール（奄美文化センター）の高倉入り口付近	yellow	5月	https://kametorakusabana.fc2.page/%e3%82%af%e3%83%ad%e3%83%84%e3%82%b0/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kurotugu_20250530.jpg										
0172	クロヨナ		red		https://kametorakusabana.fc2.page/%e3%82%af%e3%83%ad%e3%83%a8%e3%83%8a/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuroyona_00.jpg										
0173	クサトベラ		white		https://kametorakusabana.fc2.page/kusatobera/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kusatobera_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kusatobera_01.jpg									
0174	クワズイモ	4枚目は、2025年6月　自然観察の森	other	"6月,7月"	https://kametorakusabana.fc2.page/kuwazuimo/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuwazuimo_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuwazuimo_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuwazyimo_00jpg.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuwazuimo_20250612_00.jpg							
0175	クズ	"1枚目は、2025年１０月　須野ダム

?? 和名：葛（クズ）　 学名：Pueraria lobata　 撮影：７から10月　 見分け：藤のような紫紅色の花"	red	"6月,7月,8月,9月,10月"	https://kametorakusabana.fc2.page/%e3%82%af%e3%82%ba/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuzu_202510_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kuzu_20250617_00.jpg									
0176	キョウチクトウ	"1枚目、2023年4月
2枚目、2025年４月
3枚目、2025年５月"	"white,red"	"4月,5月"	https://kametorakusabana.fc2.page/kyoutikutou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kyouchikutou_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kyoutikutou_20250425_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kyoutikutou_20250512_00.jpg								
0177	キュウリグサ		purple	"3月,4月"	https://kametorakusabana.fc2.page/kyuurigusa/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kyuurigusa_00-1-1536x1152.jpg										
0178	マンリョウ	2025年6月　自然観察の森	white	6月	https://kametorakusabana.fc2.page/%e3%83%9e%e3%83%b3%e3%83%aa%e3%83%a7%e3%82%a6/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/manryou_20250612_00.jpg										
0179	マルバデイゴ（カイコウズ）		red	"5月,7月"	https://kametorakusabana.fc2.page/marubadeigo/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/marubadeigo_20250530_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/marubadeigo_00-1536x1152.jpg									
0180	マルバツユクサ		purple		https://kametorakusabana.fc2.page/%e3%83%9e%e3%83%ab%e3%83%90%e3%83%84%e3%83%a6%e3%82%af%e3%82%b5/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/tuyukusa_04-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/tuyukusa_03-1536x1152.jpg									
0181	マツバウンラン		purple		https://kametorakusabana.fc2.page/%e3%83%9e%e3%83%84%e3%83%90%e3%82%a6%e3%83%b3%e3%83%a9%e3%83%b3/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/unran_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/unran_01-1536x1152.jpg									
0182	マツバゼリ		white		https://kametorakusabana.fc2.page/matubazeri/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/matsubazeri_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/matsubazeri_01-1536x1152.jpg									
0183	メドハギ	?? 和名：メドハギ（シベリアメドハギ）　 学名：Lespedeza cuneata　 撮影：10月／林床　 見分け：腋に1?3個ずつ集まる・紫、クリーム色、白、または黄白色	red	10月	https://kametorakusabana.fc2.page/medohagi/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/medohagi_01-1536x1152.jpg										
0184	メヒルギ		white		https://kametorakusabana.fc2.page/%e3%83%a1%e3%83%92%e3%83%ab%e3%82%ae/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mehirugi_00.jpg										
0185	メジロホオズキ		white		https://kametorakusabana.fc2.page/mezirohoozuki/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mejirohoozuki_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mejirohoozuki_01.jpg									
0186	メキシコハコヤナギ		red		https://kametorakusabana.fc2.page/mekishikohakoyanagi/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mexcohakoyanagi_01-1536x1152.jpg										
0187	ミツバハマゴウ		purple	7月	https://kametorakusabana.fc2.page/mitubahamagou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mitubahamagou_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mitubahamagou_02.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mitubahamagou_00.jpg								
0188	ミヤコグサ		yellow		https://kametorakusabana.fc2.page/miyakogusa/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/miyakogusa_00jpg-1536x1152.jpg										
0189	ミヤコジマソウ（ヒロハサギゴケ）	開花期は「ほぼ一年中」らしいです。	white	"6月,8月"	https://kametorakusabana.fc2.page/miyakozimasou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/miyakojimasou_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/miyakojimasou_01-1536x1152.jpg									
0190	ミゾソバ		red		https://kametorakusabana.fc2.page/mizosoba/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mizosoba_00.jpg										
0191	ミズガンピ	重複あり！！　https://kametorakusabana.fc2.page/mizuganpi/は後で消す	white		https://kametorakusabana.fc2.page/%e3%83%9f%e3%82%ba%e3%82%ac%e3%83%b3%e3%83%94/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mizuganpi_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mizuganpi_00-1536x1152.jpg									
0192	モダマ		other		https://kametorakusabana.fc2.page/%e3%83%a2%e3%83%80%e3%83%9e/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/modama_02.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/modama_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/modama_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/modama_03.jpg							
0193	モミジヒルガオ		purple		https://kametorakusabana.fc2.page/momizihirugao/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/momijihirugao_00-1536x1152.jpg										
0194	モンパノキ		white		https://kametorakusabana.fc2.page/%e3%83%a2%e3%83%b3%e3%83%91%e3%83%8e%e3%82%ad/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/monpanoki_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/monpanoki_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/monpanoki_02.jpg								
0195	モロコシソウ		yellow	"7月,8月"	https://kametorakusabana.fc2.page/morokoshisou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/morokoshisou_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/morokoshisou_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/morokosisou-1536x1152.jpg								
0196	ムベ		white		https://kametorakusabana.fc2.page/mube/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mube_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mube_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mube_02-1536x1152.jpg								
0197	ムカゴソウ		green		https://kametorakusabana.fc2.page/mukagosou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mukagosou_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mukagosou_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/mukagosou_02-1536x1152.jpg								
0198	ムラサキカタバミ		red		https://kametorakusabana.fc2.page/murasakikatabami/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/murasakikatabami_00-1536x1152.jpg										
0199	ムラサキカッコウアザミ		purple	2月	https://kametorakusabana.fc2.page/%e3%83%a0%e3%83%a9%e3%82%b5%e3%82%ad%e3%82%ab%e3%83%83%e3%82%b3%e3%82%a6%e3%82%a2%e3%82%b6%e3%83%9f/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/kakkouazami_00.jpg										
0200	ムラサキケマン		purple		https://kametorakusabana.fc2.page/murasakikeman/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/murasakikeman_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/murasakikeman_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/murasakikeman_02.jpg								
0201	ムラサキムカシヨモギ		purple		https://kametorakusabana.fc2.page/murasakimukashiyomogi/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/murasakimukashiyomogi_00-1536x1152.jpg										
0202	ムラサキソシンカ		purple	2月	https://kametorakusabana.fc2.page/%e3%83%a0%e3%83%a9%e3%82%b5%e3%82%ad%e3%82%bd%e3%82%b7%e3%83%b3%e3%82%ab/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/murasakisosinnka_00.jpg										
0203	ムラサキヤハズカズラ		purple	7月	https://kametorakusabana.fc2.page/%e3%83%a0%e3%83%a9%e3%82%b5%e3%82%ad%e3%83%a4%e3%83%8f%e3%82%ba%e3%82%ab%e3%82%ba%e3%83%a9/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/murasakiyahazukazura_00-1536x1152.jpg										
0204	ナンバンギセル		red		https://kametorakusabana.fc2.page/nanbangiseru/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nanbankiseru_00.jpg										
0205	ナンバンキブシ	"1枚目、2022年2月下旬　湯湾岳
2枚目、2011年3月初旬"	white	"2月,3月"	https://kametorakusabana.fc2.page/nanbankibushi/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nanbankibusi_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nanbankibusi_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nanbankibushi_00.jpg								
0206	ナンゴクアオキ		red		https://kametorakusabana.fc2.page/nangokuaoki/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nangokuaoki_00-1536x1152.jpg										
0207	ナンゴクホウチャクソウ		white	5月	https://kametorakusabana.fc2.page/nangokuhouchakusou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nangokuhoutyakusou_00.jpg										
0208	ナンゴクネジバナ	4枚目は、2025年6月末　油井岳にて、白い花は初めて見た。	"white,red"	"5月,6月"	https://kametorakusabana.fc2.page/nangokunezibana/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nangokunejibana_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nangokunejibana_02.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nangokunejibana_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nejibana_202506_00.jpg							
0209	ナンテンカズラ		yellow		https://kametorakusabana.fc2.page/nantenkazura/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nantenkazura_00-1536x1152.jpg										
0210	ナワシロイチゴ		red	4月	https://kametorakusabana.fc2.page/nawashiroitigo/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nawashiroichigo_02.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nawashiroichigo_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nawashiroichigo_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nawasiroitigo_20250422_01.jpg							
0211	ネコノシタ（ハマグルマ）	44669	yellow	4月	https://kametorakusabana.fc2.page/nekonoshitahamaguruma/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nekonosita_00.jpg										
0212	ネムノキ		red	6月	https://kametorakusabana.fc2.page/%e3%83%8d%e3%83%a0%e3%83%8e%e3%82%ad/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nemunoki_20250627_00.jpg										
0213	ニンニクカズラ		red	11月	https://kametorakusabana.fc2.page/%e3%83%8b%e3%83%b3%e3%83%8b%e3%82%af%e3%82%ab%e3%82%ba%e3%83%a9/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ninnikukazura_00.jpg										
0214	ニラバラン		green		https://kametorakusabana.fc2.page/nirabaran/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nirabaran_03.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nirabaran_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nirabaran_02.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nirabaran_04.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nirabaran_01.jpg						
0215	ニワゼキショウ	"黄色のニワゼキショウは奄美パークの駐車場でしか見たことがありません。
他の色より背が低くて小さい。"	"yellow,white,purple,red"		https://kametorakusabana.fc2.page/niwazekishou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/niwazekishou_02-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/niwazekishou_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/niwazekishou_03-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/niwazekishou_04.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/niwazekishou_00-1536x1152.jpg						
0216	ノアサガオ		purple	4月	https://kametorakusabana.fc2.page/noasagao/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/noasagao_20250422_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/noasagao_00-1536x1152.jpg									
0217	ノボタン	2枚目は、2025年6月　奄美自然観察の森	red	6月	https://kametorakusabana.fc2.page/nobotan/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nobotan_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nobotan_20250612_00.jpg									
0218	ノゲイトウ	ノゲイトウ　８月の終わり　金作原原生林近くの林道	red	8月	https://kametorakusabana.fc2.page/%e3%83%8e%e3%82%b2%e3%82%a4%e3%83%88%e3%82%a6/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nogeitou_00.jpg										
0219	ノジアオイ		red		https://kametorakusabana.fc2.page/%e3%83%8e%e3%82%b8%e3%82%a2%e3%82%aa%e3%82%a4/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nojiaoi_00-1536x1152.jpg										
0220	ノシラン	2枚目は、2025年9月18日	purple	9月	https://kametorakusabana.fc2.page/%e3%83%8e%e3%82%b7%e3%83%a9%e3%83%b3/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/noshiran_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/nosiran20250918_01.jpg									
0221	ヌマダイコン		white		https://kametorakusabana.fc2.page/numadaikon/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/numadaikon_02-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/numadaikon_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/numadaikon_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/numadaikon_03-1536x1152.jpg							
0222	オヒルギ		red		https://kametorakusabana.fc2.page/ohirugi/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ohirugi_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ohirugi_01.jpg									
0223	オカワカメ	2025年9月　屋鈍	white	9月	https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%ab%e3%83%af%e3%82%ab%e3%83%a1/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/20250921_01.jpg										
0224	オキナワチドリ		red		https://kametorakusabana.fc2.page/okinawatidori/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawachidori_06-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawachidori_03.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawachidori_05-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawachidori_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawachidori_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawachidori_02-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawachidori_04-1536x1152.jpg				
0225	オキナワギク		white		https://kametorakusabana.fc2.page/okinawagiku/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawagiku_02-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawagiku_04-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawagiku_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawagiku_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawagiku_05-1536x1152.jpg						
0226	オキナワクルマバナ		white		https://kametorakusabana.fc2.page/okinawakurumabana/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawakurumabana_001.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawakurumabana_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawakurumabana_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawakurumabana_02-1536x1152.jpg							
0227	オキナワキョウチクトウ（ミフクラギ）		white	"7月,8月"	https://kametorakusabana.fc2.page/okinawakyoutikutou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawakyouchikutou_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawakyouchikutou_00.jpg									
0228	オキナワスズメウリ	3枚目、2025年9月　屋鈍にて　赤い実がやっと見れた！	yellow	4月	https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%ad%e3%83%8a%e3%83%af%e3%82%b9%e3%82%ba%e3%83%a1%e3%82%a6%e3%83%aa/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawasuzumeuri_20250430_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawasuzumeuri_20250528_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/20250921_00.jpg								
0229	オキナワテイカカズラ		white	5月	https://kametorakusabana.fc2.page/okinawateikakazura/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawateikakazura_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/okinawateikakazura_00-1536x1152.jpg									
0230	オニキランソウ		white	"3月,4月"	https://kametorakusabana.fc2.page/onikiransou/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/onikiransou_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/onikiransou_01.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/onikiransou_02.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/onikiransou_02-1.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/onikiransou_01-1.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/onikiransu_20250502.jpg					
0231	オニユリ		red		https://kametorakusabana.fc2.page/%e3%82%aa%e3%83%8b%e3%83%a6%e3%83%aa/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oniyuri_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oniyuri_01-1536x1152.jpg									
0232	オオバグミ（マルバグミ）		white	11月	https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%aa%e3%83%90%e3%82%b0%e3%83%9f%ef%bc%88%e3%83%9e%e3%83%ab%e3%83%90%e3%82%b0%e3%83%9f%ef%bc%89/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oobagumi_00.jpg										
0233	オオバナサルスベリ		purple		https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%aa%e3%83%90%e3%83%8a%e3%82%b5%e3%83%ab%e3%82%b9%e3%83%99%e3%83%aa/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oobanasarusuberi_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oobanasarusuberi_01-1536x1152.jpg									
0234	オオハマボウ		yellow		https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%aa%e3%83%8f%e3%83%9e%e3%83%9c%e3%82%a6/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oohamabou_00-1536x1152.jpg										
0235	オオイヌノフグリ	2010年3月　奄美パーク前	purple	3月	https://kametorakusabana.fc2.page/ooinunohuguri/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ooinunofuguri_00-1-1536x1152.jpg										
0236	オオイタビ		other	5月	https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%aa%e3%82%a4%e3%82%bf%e3%83%93/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ooitabi_20250530_00.jpg										
0237	オオカラスウリ（リュウキュウカラスウリかも？）	2枚目、奄美博物館のジオラマ展示に似たのがあったので、もしかしたらこれはリュウキュウカラスウリなのかもしれない。（2025/04/02）	white		https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%aa%e3%82%ab%e3%83%a9%e3%82%b9%e3%82%a6%e3%83%aa/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ookarasuuri_00-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ryukyukarasuuri_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ryukyukarasuuri_01.jpg								
0238	オオキンケイギク		yellow		https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%aa%e3%82%ad%e3%83%b3%e3%82%b1%e3%82%a4%e3%82%ae%e3%82%af/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/ookinnkeigiku_00-1536x1152.jpg										
0239	オオムラサキシキブ		purple		https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%aa%e3%83%a0%e3%83%a9%e3%82%b5%e3%82%ad%e3%82%b7%e3%82%ad%e3%83%96/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oomurasakisikibu_00.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oomurasakisikibu_01-1536x1152.jpg									
0240	オオシマガマズミ		white	5月	https://kametorakusabana.fc2.page/%e3%82%aa%e3%82%aa%e3%82%b7%e3%83%9e%e3%82%ac%e3%83%9e%e3%82%ba%e3%83%9f/	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oosimagamazumi_20250505_01-1536x1152.jpg	https://kametorakusabana.fc2.page/wordpress/wp-content/uploads/oosimagamazumi_20250505_00.jpg									
